  Year          Age             Female            Male           Total
  1977          13            806159.54       844996.00      1651155.54
  1977          14            790769.14       827656.66      1618425.80
  1977          15            773334.25       808038.44      1581372.69
  1977          16            765255.35       797612.65      1562867.99
  1977          17            773011.18       802977.21      1575988.39
  1977          18            787462.75       814424.84      1601887.59
  1977          19            759975.77       781429.68      1541405.45
  1977          20            767903.80       785326.80      1553230.59
  1977          21            793958.07       810295.10      1604253.17
  1977          22            819639.96       835315.68      1654955.65
  1977          23            838589.82       850305.50      1688895.32
  1977          24            895056.54       903457.88      1798514.42
  1977          25            951986.46       959716.44      1911702.89
  1977          26           1037989.30      1047155.05      2085144.35
  1977          27           1108994.41      1119165.74      2228160.15
  1977          28           1176301.12      1188239.92      2364541.03
  1977          29           1190438.68      1205719.66      2396158.34
  1977          30           1038742.68      1053670.79      2092413.47
  1977          31            736041.87       741923.81      1477965.67
  1977          32            819731.66       819668.45      1639400.12
  1977          33            958430.58       956400.52      1914831.10
  1977          34            932098.13       931448.18      1863546.31
  1977          35            972585.37       973707.67      1946293.04
  1977          36            917876.12       918151.95      1836028.08
  1977          37            842934.94       842090.72      1685025.67
  1977          38            778840.82       776665.59      1555506.41
  1977          39            847594.02       844601.95      1692195.97
  1977          40            839984.66       840261.30      1680245.96
  1977          41            869801.67       872325.06      1742126.73
  1977          42            822440.93       824215.50      1646656.42
  1977          43            817162.88       818132.66      1635295.54
  1977          44            820884.75       823380.30      1644265.05
  1977          45            792862.06       796471.40      1589333.45
  1977          46            795913.80       797158.26      1593072.06
  1977          47            753753.67       751397.72      1505151.39
  1977          48            752577.73       746314.06      1498891.79
  1977          49            721521.80       709627.15      1431148.95
  1977          50            723338.16       700102.17      1423440.33
  1977          51            704675.33       666023.88      1370699.20
  1977          52            670319.74       609252.28      1279572.02
  1977          53            638183.53       542489.24      1180672.77
  1977          54            616223.03       485627.75      1101850.77
  1977          55            603144.29       456443.89      1059588.18
  1977          56            584842.85       439629.25      1024472.11
  1977          57            566431.63       433110.67       999542.30
  1977          58            494821.31       387197.24       882018.56
  1977          59            494168.19       391805.19       885973.39
  1977          60            493986.40       395691.33       889677.73
  1977          61            493838.95       399761.57       893600.52
  1977          62            478970.49       390219.24       869189.73
  1977          63            474413.65       386132.53       860546.18
  1977          64            457716.32       370405.51       828121.83
  1977          65            447305.67       360451.66       807757.33
  1977          66            427537.41       345423.96       772961.37
  1977          67            409312.77       331856.45       741169.21
  1977          68            386985.69       315083.19       702068.88
  1977          69            362920.37       296765.12       659685.50
  1977          70            341762.69       279337.94       621100.63
  1977          71            297536.41       240669.85       538206.27
  1977          72            287686.23       229481.87       517168.10
  1977          73            277808.46       219194.38       497002.84
  1977          74            269899.86       208284.27       478184.13
  1977          75            255343.87       192443.50       447787.37
  1977          76            234369.66       172644.98       407014.64
  1977          77            209073.90       150763.16       359837.06
  1977          78            185522.84       130193.23       315716.07
  1977          79            167298.77       113325.90       280624.67
  1977          80            146844.12        96047.01       242891.13
  1977          81            127195.66        80821.52       208017.18
  1977          82            109070.55        67418.12       176488.66
  1977          83             91993.17        54178.43       146171.60
  1977          84             77880.60        43623.30       121503.90
  1977          85             62475.50        33526.25        96001.75
  1977          86             49820.25        25808.41        75628.66
  1977          87             43256.31        21228.99        64485.30
  1977          88             35463.70        16328.74        51792.43
  1977          89             25984.31        11359.12        37343.43
  1977          90             19046.37         7656.54        26702.91
  1977          91             13911.44         5302.72        19214.16
  1977          92              9762.03         3560.37        13322.40
  1977          93              7083.06         2414.64         9497.70
  1977          94              4976.02         1566.83         6542.85
  1977          95              3315.40         1008.76         4324.15
  1977          96              2079.52          605.46         2684.98
  1977          97              1251.20          350.26         1601.46
  1977          98               785.45          213.33          998.78
  1977          99               462.57          114.08          576.65
  1977         100               283.04           55.20          338.24
  1977         101               153.35           26.34          179.69
  1977         102                71.50           14.50           86.00
  1977         103                34.67            9.17           43.83
  1977         104                21.00            6.17           27.17
  1977         105                 9.17            3.17           12.33
  1977         106                 5.17            1.00            6.17
  1977         107                 2.67            1.00            3.67
  1977         108                 1.00            0.50            1.50
  1977         109                 0.00            0.50            0.50
  1977         110+                0.00            1.00            1.00
  1978           0            835816.60       883850.33      1719666.94
  1978           1            857873.48       906190.87      1764064.34
  1978           2            899721.72       948452.59      1848174.31
  1978           3            947688.50       998107.69      1945796.19
  1978           4            982970.91      1034237.29      2017208.20
  1978           5            994181.09      1045449.82      2039630.90
  1978           6            972001.79      1023280.51      1995282.30
  1978           7            944614.91       995599.12      1940214.03
  1978           8            921351.60       972027.90      1893379.50
  1978           9            915088.32       964556.42      1879644.74
  1978          10            879835.75       926269.72      1806105.48
  1978          11            848314.64       891569.96      1739884.60
  1978          12            778955.91       817342.23      1596298.15
  1978          13            827401.17       867965.56      1695366.73
  1978          14            806259.70       845132.96      1651392.67
  1978          15            790965.67       827354.14      1618319.81
  1978          16            773714.33       807087.60      1580801.93
  1978          17            765316.51       795690.57      1561007.08
  1978          18            772325.50       800140.58      1572466.07
  1978          19            786294.63       810872.10      1597166.73
  1978          20            758695.43       777916.63      1536612.06
  1978          21            766559.81       782221.61      1548781.42
  1978          22            792670.99       807664.76      1600335.75
  1978          23            818709.12       833339.31      1652048.42
  1978          24            838277.63       849374.27      1687651.91
  1978          25            895022.66       903263.35      1798286.01
  1978          26            951758.81       959824.28      1911583.10
  1978          27           1037307.62      1047193.19      2084500.80
  1978          28           1108124.16      1119251.58      2227375.73
  1978          29           1175559.09      1188382.82      2363941.92
  1978          30           1189825.11      1205733.59      2395558.71
  1978          31           1038200.07      1053349.03      2091549.10
  1978          32            735545.52       741251.96      1476797.49
  1978          33            819235.62       818761.18      1637996.79
  1978          34            958098.05       955483.65      1913581.70
  1978          35            931742.52       930466.17      1862208.69
  1978          36            971972.80       972506.22      1944479.02
  1978          37            916847.52       916585.25      1833432.77
  1978          38            841765.17       840300.83      1682066.01
  1978          39            777699.88       774890.05      1552589.93
  1978          40            846314.62       842510.46      1688825.07
  1978          41            838847.46       838119.99      1676967.44
  1978          42            868589.65       869807.05      1738396.69
  1978          43            821052.45       821276.53      1642328.98
  1978          44            815678.73       814860.56      1630539.29
  1978          45            819307.32       819766.69      1639074.01
  1978          46            791205.04       792729.38      1583934.42
  1978          47            794126.80       793124.72      1587251.51
  1978          48            751846.09       747363.11      1499209.20
  1978          49            750539.70       742058.67      1492598.37
  1978          50            720045.83       705545.57      1425591.41
  1978          51            721543.82       695859.06      1417402.88
  1978          52            701842.70       661395.59      1363238.29
  1978          53            667747.58       604852.27      1272599.84
  1978          54            635759.41       538482.71      1174242.11
  1978          55            613902.30       481850.38      1095752.68
  1978          56            600701.76       452581.52      1053283.28
  1978          57            582229.20       435549.46      1017778.66
  1978          58            563591.79       428790.36       992382.14
  1978          59            492028.70       382865.47       874894.17
  1978          60            491065.46       387035.05       878100.52
  1978          61            490455.29       390326.43       880781.72
  1978          62            489887.43       393783.05       883670.48
  1978          63            474688.83       383678.36       858367.20
  1978          64            469868.11       378976.31       848844.42
  1978          65            452636.54       362802.69       815439.22
  1978          66            441761.01       352412.70       794173.71
  1978          67            421749.80       336903.71       758653.51
  1978          68            403273.03       322585.63       725858.66
  1978          69            380638.10       305269.92       685908.02
  1978          70            355994.67       286570.47       642565.14
  1978          71            334397.50       268650.88       603048.38
  1978          72            290174.16       230496.16       520670.32
  1978          73            279588.79       218702.85       498291.64
  1978          74            269101.37       207622.34       476723.71
  1978          75            260255.15       196149.60       456404.74
  1978          76            244816.32       179973.72       424790.04
  1978          77            223511.79       160323.60       383835.39
  1978          78            198362.43       138962.69       337325.12
  1978          79            174545.17       118751.57       293296.74
  1978          80            158248.61       103010.68       261259.29
  1978          81            135584.79        85930.22       221515.01
  1978          82            116284.89        71449.28       187734.16
  1978          83             98579.01        58838.80       157417.80
  1978          84             82064.39        46749.12       128813.52
  1978          85             68575.42        36990.41       105565.83
  1978          86             54208.66        27983.33        82191.99
  1978          87             42472.22        21240.38        63712.60
  1978          88             36251.84        17092.11        53343.94
  1978          89             29165.17        12897.04        42062.21
  1978          90             20996.83         8781.39        29778.22
  1978          91             14977.21         5781.82        20759.04
  1978          92             10675.08         3921.37        14596.45
  1978          93              7342.64         2584.82         9927.45
  1978          94              5199.09         1707.12         6906.21
  1978          95              3574.63         1095.65         4670.28
  1978          96              2335.07          681.51         3016.58
  1978          97              1425.08          394.63         1819.71
  1978          98               848.14          222.16         1070.30
  1978          99               511.91          140.61          652.52
  1978         100               300.88           67.71          368.59
  1978         101               164.69           30.01          194.70
  1978         102                93.67           13.67          107.34
  1978         103                41.33            7.50           48.83
  1978         104                19.83            3.50           23.33
  1978         105                 9.50            3.00           12.50
  1978         106                 5.33            1.67            7.00
  1978         107                 3.00            0.83            3.83
  1978         108                 1.00            0.17            1.17
  1978         109                 0.00            0.50            0.50
  1978         110+                0.00            1.50            1.50
  1979           0            805102.25       851450.75      1656553.00
  1979           1            832516.52       877945.16      1710461.68
  1979           2            856903.65       903564.00      1760467.65
  1979           3            899466.18       947413.84      1846880.02
  1979           4            948193.85       998591.66      1946785.51
  1979           5            983714.88      1034957.30      2018672.18
  1979           6            994755.23      1045964.41      2040719.64
  1979           7            972610.19      1023868.05      1996478.25
  1979           8            945280.27       996261.07      1941541.33
  1979           9            922062.37       972743.16      1894805.53
  1979          10            915716.35       965242.37      1880958.72
  1979          11            880237.71       926790.32      1807028.04
  1979          12            848632.32       892063.15      1740695.47
  1979          13            779110.77       817646.79      1596757.56
  1979          14            827485.87       868228.04      1695713.91
  1979          15            806355.83       845228.96      1651584.79
  1979          16            791123.34       826875.04      1617998.38
  1979          17            774059.94       805903.34      1579963.28
  1979          18            765354.80       793744.90      1559099.70
  1979          19            771632.34       797234.26      1568866.60
  1979          20            785116.14       807330.67      1592446.81
  1979          21            757396.41       774432.61      1531829.02
  1979          22            765228.29       779149.77      1544378.06
  1979          23            791398.93       805062.39      1596461.32
  1979          24            817777.87       831393.00      1649170.87
  1979          25            837974.03       848471.67      1686445.70
  1979          26            894969.48       903085.17      1798054.65
  1979          27            951543.36       959969.66      1911513.02
  1979          28           1036641.78      1047294.26      2083936.04
  1979          29           1107271.89      1119357.16      2226629.05
  1979          30           1174817.66      1188526.31      2363343.96
  1979          31           1189216.10      1205744.22      2394960.32
  1979          32           1037650.24      1053052.56      2090702.80
  1979          33            735034.28       740509.22      1475543.50
  1979          34            818728.32       817797.41      1636525.72
  1979          35            957707.90       954507.11      1912215.02
  1979          36            931385.80       929467.45      1860853.26
  1979          37            971350.67       971275.79      1942626.46
  1979          38            915797.88       914946.85      1830744.72
  1979          39            840514.85       838442.05      1678956.90
  1979          40            776531.84       773065.09      1549596.93
  1979          41            844991.24       840336.80      1685328.05
  1979          42            837643.71       835913.65      1673557.36
  1979          43            867309.74       867091.55      1734401.29
  1979          44            819581.58       818194.23      1637775.81
  1979          45            814120.92       811474.82      1625595.74
  1979          46            817640.51       816007.41      1633647.92
  1979          47            789460.52       788698.50      1578159.02
  1979          48            792197.38       788834.05      1581031.42
  1979          49            749845.99       743168.12      1493014.12
  1979          50            748417.21       737619.96      1486037.18
  1979          51            718560.92       701311.08      1419871.99
  1979          52            719616.06       691400.29      1411016.35
  1979          53            698999.88       656455.79      1355455.68
  1979          54            665103.43       600223.80      1265327.24
  1979          55            633267.44       534202.50      1167469.95
  1979          56            611435.80       477872.89      1089308.70
  1979          57            598175.40       448493.46      1046668.85
  1979          58            579509.99       431215.74      1010725.72
  1979          59            560624.76       424084.00       984708.75
  1979          60            489092.39       378397.90       867490.29
  1979          61            487761.88       381991.62       869753.49
  1979          62            486799.99       384766.05       871566.04
  1979          63            485778.42       387499.76       873278.18
  1979          64            470272.02       376906.20       847178.22
  1979          65            465014.61       371477.97       836492.57
  1979          66            447374.62       354853.87       802228.49
  1979          67            435891.28       344059.11       779950.39
  1979          68            415766.47       327930.64       743697.11
  1979          69            396985.55       312962.57       709948.12
  1979          70            373877.14       295200.32       669077.46
  1979          71            348614.75       276018.43       624633.18
  1979          72            326466.82       257641.07       584107.89
  1979          73            282509.40       220104.88       502614.28
  1979          74            271212.10       207561.31       478773.41
  1979          75            260003.94       195949.82       455953.76
  1979          76            250172.82       183826.50       433999.32
  1979          77            233969.35       167527.69       401497.04
  1979          78            212467.10       148082.94       360550.04
  1979          79            187215.07       127249.02       314464.10
  1979          80            165188.36       108982.78       274171.14
  1979          81            146638.97        92513.91       239152.88
  1979          82            124436.57        76236.39       200672.96
  1979          83            105494.73        62610.09       168104.82
  1979          84             88334.44        51013.21       139347.66
  1979          85             72616.96        39905.29       112522.25
  1979          86             59928.63        31079.45        91008.07
  1979          87             46610.03        23157.02        69767.05
  1979          88             35858.43        17285.72        53144.16
  1979          89             30073.29        13626.65        43699.95
  1979          90             23808.93        10094.42        33903.34
  1979          91             16753.61         6712.33        23465.93
  1979          92             11630.65         4329.06        15959.71
  1979          93              8113.15         2881.25        10994.40
  1979          94              5438.65         1838.58         7277.23
  1979          95              3775.68         1209.24         4984.93
  1979          96              2542.45          746.21         3288.67
  1979          97              1600.61          463.18         2063.78
  1979          98               965.66          253.03         1218.68
  1979          99               568.09          140.10          708.19
  1979         100               327.88           84.57          412.44
  1979         101               188.36           41.53          229.88
  1979         102               103.84           16.83          120.67
  1979         103                53.33            5.83           59.17
  1979         104                24.50            3.50           28.00
  1979         105                 9.17            1.50           10.67
  1979         106                 5.33            1.50            6.83
  1979         107                 2.50            1.17            3.67
  1979         108                 2.50            0.00            2.50
  1979         109                 0.33            0.00            0.33
  1979         110+                0.00            1.33            1.33
  1980           0            780748.22       824851.14      1605599.36
  1980           1            800618.64       843971.83      1644590.47
  1980           2            830983.12       874514.47      1705497.59
  1980           3            856324.53       901521.94      1757846.47
  1980           4            899391.09       946743.22      1846134.31
  1980           5            948770.65       999139.07      1947909.73
  1980           6            984395.90      1035593.44      2019989.34
  1980           7            995299.26      1046487.09      2041786.35
  1980           8            973219.19      1024498.89      1997718.08
  1980           9            945929.91       996922.69      1942852.60
  1980          10            922732.25       973477.45      1896209.70
  1980          11            916330.17       965926.41      1882256.58
  1980          12            880633.14       927299.68      1807932.82
  1980          13            849019.31       892513.08      1741532.39
  1980          14            779360.28       817889.82      1597250.10
  1980          15            827657.18       868346.10      1696003.29
  1980          16            806359.22       844875.09      1651234.31
  1980          17            791128.02       825918.96      1617046.98
  1980          18            774164.46       804461.73      1578626.19
  1980          19            765139.77       791607.47      1556747.25
  1980          20            770791.30       794385.44      1565176.74
  1980          21            783959.64       804004.39      1587964.03
  1980          22            756191.06       771331.12      1527522.18
  1980          23            764072.75       776570.35      1540643.09
  1980          24            790295.78       802909.17      1593204.95
  1980          25            817054.04       829940.20      1646994.25
  1980          26            837728.96       847871.88      1685600.85
  1980          27            894905.52       903038.72      1797944.24
  1980          28            951281.91       960089.90      1911371.81
  1980          29           1036037.18      1047334.09      2083371.26
  1980          30           1106518.40      1119348.21      2225866.61
  1980          31           1174144.94      1188528.23      2362673.17
  1980          32           1188637.78      1205591.93      2394229.71
  1980          33           1037090.95      1052560.41      2089651.36
  1980          34            734528.24       739735.64      1474263.89
  1980          35            818231.93       816862.20      1635094.13
  1980          36            957272.65       953408.76      1910681.41
  1980          37            930926.88       928360.36      1859287.24
  1980          38            970603.96       969849.52      1940453.48
  1980          39            914676.98       913190.58      1827867.57
  1980          40            839259.71       836536.99      1675796.71
  1980          41            775343.26       771130.19      1546473.44
  1980          42            843634.26       838116.95      1681751.21
  1980          43            836435.33       833499.28      1669934.61
  1980          44            865911.35       864233.61      1730144.96
  1980          45            818073.70       815026.17      1633099.87
  1980          46            812474.19       807906.69      1620380.88
  1980          47            815820.18       811949.32      1627769.49
  1980          48            787569.64       784435.17      1572004.81
  1980          49            790171.34       784420.67      1574592.01
  1980          50            747711.54       738778.78      1486490.32
  1980          51            746210.91       732980.86      1479191.77
  1980          52            716864.72       696928.26      1413792.98
  1980          53            717394.58       686566.13      1403960.70
  1980          54            696177.60       651327.88      1347505.49
  1980          55            662467.31       595307.82      1257775.12
  1980          56            630641.27       529759.21      1160400.47
  1980          57            608804.43       473606.58      1082411.01
  1980          58            595513.69       444146.71      1039660.41
  1980          59            576601.40       426547.60      1003149.01
  1980          60            557467.12       419125.01       976592.13
  1980          61            485919.08       373490.59       859409.66
  1980          62            484295.60       376580.35       860875.96
  1980          63            482937.63       378808.45       861746.07
  1980          64            481380.51       380776.16       862156.66
  1980          65            465543.41       369592.97       835136.38
  1980          66            459897.68       363507.29       823404.98
  1980          67            441760.71       346526.57       788287.29
  1980          68            429793.08       335040.61       764833.69
  1980          69            409366.92       318309.55       727676.47
  1980          70            390045.09       302718.03       692763.12
  1980          71            366408.33       284549.01       650957.35
  1980          72            340627.09       264767.48       605394.57
  1980          73            318096.27       246030.94       564127.21
  1980          74            274227.89       209064.04       483291.93
  1980          75            262101.39       195884.75       457986.14
  1980          76            250171.23       183720.47       433891.69
  1980          77            239313.57       171200.17       410513.74
  1980          78            222433.87       154660.19       377094.05
  1980          79            200665.09       135611.67       336276.76
  1980          80            171579.98       114920.39       286500.37
  1980          81            153181.05        97784.18       250965.24
  1980          82            134653.53        82034.77       216688.31
  1980          83            112886.37        66796.17       179682.54
  1980          84             94705.00        54206.12       148911.12
  1980          85             78173.16        43587.30       121760.46
  1980          86             63373.67        33516.30        96889.97
  1980          87             51472.97        25685.51        77158.49
  1980          88             39339.76        18822.03        58161.79
  1980          89             29652.84        13814.03        43466.87
  1980          90             24418.96        10627.13        35046.10
  1980          91             18935.41         7649.30        26584.71
  1980          92             12984.45         4991.58        17976.02
  1980          93              8776.81         3173.06        11949.87
  1980          94              5966.77         2050.31         8017.08
  1980          95              3961.39         1281.01         5242.40
  1980          96              2659.31          818.29         3477.60
  1980          97              1731.31          503.37         2234.68
  1980          98              1054.17          303.40         1357.57
  1980          99               625.43          154.62          780.05
  1980         100               354.55           79.72          434.27
  1980         101               207.35           51.71          259.06
  1980         102               114.17           26.35          140.52
  1980         103                58.50            7.33           65.83
  1980         104                28.50            1.50           30.00
  1980         105                12.33            2.00           14.33
  1980         106                 5.83            1.00            6.83
  1980         107                 2.00            1.00            3.00
  1980         108                 1.83            0.67            2.50
  1980         109                 0.67            0.00            0.67
  1980         110+                0.00            1.00            1.00
  1981           0            750439.12       792336.85      1542775.97
  1981           1            777515.83       819714.12      1597229.95
  1981           2            799664.99       841992.43      1641657.42
  1981           3            830680.03       873374.76      1704054.79
  1981           4            856259.84       900806.38      1757066.21
  1981           5            899652.41       946899.50      1846551.91
  1981           6            949201.09       999485.77      1948686.86
  1981           7            984717.16      1035760.60      2020477.76
  1981           8            995660.77      1046793.09      2042453.86
  1981           9            973716.79      1024944.02      1998660.81
  1981          10            946369.77       997388.27      1943758.04
  1981          11            923219.95       974068.89      1897288.84
  1981          12            916792.60       966514.86      1883307.46
  1981          13            881027.38       927705.65      1808733.03
  1981          14            849683.30       892818.36      1742501.66
  1981          15            779897.30       817879.15      1597776.46
  1981          16            828006.65       867749.70      1695756.35
  1981          17            806086.28       843266.28      1649352.56
  1981          18            790597.33       823899.48      1614496.82
  1981          19            773363.70       801936.66      1575300.37
  1981          20            764031.57       788917.45      1552949.02
  1981          21            769593.85       791685.46      1561279.31
  1981          22            782996.42       801560.93      1584557.35
  1981          23            755414.50       769673.86      1525088.36
  1981          24            763548.55       775714.38      1539262.93
  1981          25            789863.34       802465.88      1592329.22
  1981          26            816979.10       830107.93      1647087.03
  1981          27            837702.44       848227.82      1685930.26
  1981          28            894798.53       903329.92      1798128.45
  1981          29            950902.34       960150.58      1911052.93
  1981          30           1035593.81      1047160.11      2082753.92
  1981          31           1106040.79      1118995.45      2225036.24
  1981          32           1173687.74      1187953.32      2361641.05
  1981          33           1188161.48      1204865.81      2393027.29
  1981          34           1036587.30      1051730.92      2088318.22
  1981          35            734084.81       738903.60      1472988.42
  1981          36            817846.74       815998.77      1633845.51
  1981          37            956608.28       952137.94      1908746.21
  1981          38            930095.00       926893.02      1856988.02
  1981          39            969603.69       968128.06      1937731.75
  1981          40            913537.04       911245.08      1824782.13
  1981          41            838154.22       834569.42      1672723.64
  1981          42            774269.25       769160.83      1543430.08
  1981          43            842357.64       835744.98      1678102.62
  1981          44            835208.46       831018.58      1666227.03
  1981          45            864414.79       861193.03      1725607.82
  1981          46            816645.78       811897.87      1628543.65
  1981          47            810741.85       804243.49      1614985.33
  1981          48            813850.75       807892.51      1621743.26
  1981          49            785644.78       780288.26      1565933.04
  1981          50            788114.90       780041.69      1568156.59
  1981          51            745418.47       734144.33      1479562.79
  1981          52            744030.20       728355.06      1472385.26
  1981          53            714961.69       692325.62      1407287.31
  1981          54            714697.33       681397.21      1396094.53
  1981          55            693693.75       646160.37      1339854.12
  1981          56            659979.93       590410.80      1250390.74
  1981          57            627950.03       525150.54      1153100.57
  1981          58            606178.30       469205.54      1075383.84
  1981          59            592689.01       439612.14      1032301.15
  1981          60            573545.51       421768.28       995313.80
  1981          61            554073.97       413938.70       968012.67
  1981          62            482555.06       368352.45       850907.51
  1981          63            480674.78       370932.00       851606.78
  1981          64            478856.46       372419.04       851275.50
  1981          65            476799.85       373559.47       850359.32
  1981          66            460639.73       361960.54       822600.26
  1981          67            454587.32       355298.95       809886.28
  1981          68            435966.76       337779.30       773746.05
  1981          69            423592.51       325577.12       749169.63
  1981          70            402590.85       308118.67       710709.53
  1981          71            382755.56       292110.53       674866.09
  1981          72            358547.23       273424.87       631972.10
  1981          73            332231.06       253181.05       585412.11
  1981          74            309286.68       234079.32       543366.00
  1981          75            265335.69       197550.28       462885.97
  1981          76            252484.39       183885.52       436369.91
  1981          77            239717.16       171311.06       411028.22
  1981          78            227876.14       158418.91       386295.05
  1981          79            210273.09       141686.06       351959.15
  1981          80            184243.81       122354.67       306598.48
  1981          81            159358.98       103091.81       262450.78
  1981          82            140960.80        86744.90       227705.70
  1981          83            122450.89        71989.27       194440.16
  1981          84            101457.51        57841.95       159299.46
  1981          85             83955.25        46301.82       130257.07
  1981          86             68253.21        36639.68       104892.89
  1981          87             54404.38        27717.00        82121.37
  1981          88             43523.85        20885.43        64409.27
  1981          89             32643.50        15026.99        47670.49
  1981          90             24077.10        10748.84        34825.94
  1981          91             19395.82         8043.46        27439.27
  1981          92             14669.88         5683.40        20353.28
  1981          93              9828.60         3638.95        13467.55
  1981          94              6460.27         2261.74         8722.01
  1981          95              4318.17         1404.85         5723.02
  1981          96              2757.36          855.37         3612.73
  1981          97              1812.67          548.43         2361.11
  1981          98              1132.71          327.25         1459.96
  1981          99               657.61          186.48          844.09
  1981         100               384.06           93.07          477.13
  1981         101               211.02           45.86          256.89
  1981         102               123.67           33.19          156.86
  1981         103                66.33           13.84           80.17
  1981         104                34.67            3.67           38.33
  1981         105                14.67            1.00           15.67
  1981         106                 7.33            2.00            9.33
  1981         107                 2.17            1.00            3.17
  1981         108                 0.50            0.50            1.00
  1981         109                 1.00            0.50            1.50
  1981         110+                0.50            1.00            1.50
  1982           0            734176.20       774494.69      1508670.89
  1982           1            749011.15       789860.25      1538871.40
  1982           2            777465.66       819405.84      1596871.50
  1982           3            799822.06       841977.41      1641799.46
  1982           4            830827.35       873310.69      1704138.03
  1982           5            856545.68       900938.08      1757483.75
  1982           6            899871.87       946987.55      1846859.42
  1982           7            949360.15       999448.12      1948808.28
  1982           8            984893.41      1035784.39      2020677.80
  1982           9            995961.03      1047001.34      2042962.38
  1982          10            974057.90      1025227.77      1999285.68
  1982          11            946672.89       997743.71      1944416.60
  1982          12            923581.76       974596.63      1898178.40
  1982          13            917175.45       967032.29      1884207.74
  1982          14            881591.25       928029.57      1809620.82
  1982          15            850553.20       892937.50      1743490.70
  1982          16            780663.66       817424.39      1598088.06
  1982          17            828196.21       866131.11      1694327.32
  1982          18            805506.08       840878.47      1646384.55
  1982          19            789446.24       821005.51      1610451.76
  1982          20            771842.82       798907.47      1570750.30
  1982          21            762544.50       786217.31      1548761.81
  1982          22            768487.53       789488.53      1557976.05
  1982          23            782274.48       800071.20      1582345.68
  1982          24            755066.61       769230.78      1524297.38
  1982          25            763476.92       776044.60      1539521.52
  1982          26            789964.15       803251.58      1593215.73
  1982          27            817089.44       831034.08      1648123.52
  1982          28            837663.07       848880.62      1686543.69
  1982          29            894561.37       903585.05      1798146.42
  1982          30            950615.68       960060.91      1910676.59
  1982          31           1035351.26      1046770.42      2082121.68
  1982          32           1105704.24      1118244.08      2223948.33
  1982          33           1173296.79      1186965.40      2360262.19
  1982          34           1187659.95      1203827.22      2391487.17
  1982          35           1036073.72      1050784.73      2086858.45
  1982          36            733752.66       738173.06      1471925.72
  1982          37            817340.65       815008.67      1632349.33
  1982          38            955662.19       950601.80      1906264.00
  1982          39            929032.58       925206.83      1854239.41
  1982          40            968548.77       966187.41      1934736.18
  1982          41            912469.78       909253.88      1821723.66
  1982          42            837088.65       832546.56      1669635.21
  1982          43            773202.63       767076.01      1540278.65
  1982          44            841054.92       833315.35      1674370.26
  1982          45            833806.21       828285.05      1662091.26
  1982          46            862963.40       858069.07      1721032.47
  1982          47            815125.42       808667.20      1623792.62
  1982          48            808817.50       800544.74      1609362.24
  1982          49            811826.18       803801.70      1615627.87
  1982          50            783654.04       776034.04      1559688.08
  1982          51            785850.77       775387.31      1561238.08
  1982          52            743186.18       729440.67      1472626.85
  1982          53            741822.44       723437.87      1465260.32
  1982          54            712576.97       687383.24      1399960.21
  1982          55            712199.69       676148.09      1388347.78
  1982          56            691369.75       640816.59      1332186.34
  1982          57            657487.69       585349.06      1242836.75
  1982          58            625225.04       520386.23      1145611.27
  1982          59            603359.90       464574.18      1067934.08
  1982          60            589683.77       434940.51      1024624.29
  1982          61            570325.29       416867.98       987193.27
  1982          62            550520.36       408570.21       959090.57
  1982          63            479114.37       363021.58       842135.95
  1982          64            476925.02       364931.71       841856.73
  1982          65            474567.41       365788.15       840355.55
  1982          66            472034.31       366099.46       838133.77
  1982          67            455663.76       354072.97       809736.74
  1982          68            449057.88       346777.58       795835.46
  1982          69            430034.78       328803.55       758838.34
  1982          70            417133.34       315817.96       732951.30
  1982          71            395642.15       297734.19       693376.34
  1982          72            375105.82       281234.55       656340.36
  1982          73            350356.55       262051.99       612408.54
  1982          74            323584.90       241359.60       564944.50
  1982          75            300032.95       221885.85       521918.80
  1982          76            256150.49       185982.39       442132.88
  1982          77            242517.24       171859.11       414376.35
  1982          78            228883.92       159107.55       387991.46
  1982          79            216048.21       145718.99       361767.19
  1982          80            196561.43       130144.59       326706.02
  1982          81            171731.29       110330.57       282061.86
  1982          82            147168.74        91958.61       239127.36
